customerID,churn_probability,risk_band,recommended_action
8208-eumte,0.1439,Low,No action required
5172-migpm,0.5171,Medium,Send personalized engagement email
1710-rcxus,0.1865,Low,No action required
0374-fiuca,0.0479,Low,No action required
5839-suyvz,0.6387,Medium,Send personalized engagement email
5173-zxxxl,0.0793,Low,No action required
1096-adrux,0.1283,Low,No action required
2001-mcuuw,0.4381,Medium,Send personalized engagement email
2731-gjrdg,0.458,Medium,Send personalized engagement email
4723-begsg,0.0483,Low,No action required
6516-nkqbo,0.1317,Low,No action required
8672-oaupw,0.1356,Low,No action required
8207-dmrvl,0.0519,Low,No action required
3419-snjjd,0.5456,Medium,Send personalized engagement email
6543-cpzmk,0.5794,Medium,Send personalized engagement email
4765-oxppd,0.4051,Medium,Send personalized engagement email
2804-etqdk,0.0369,Low,No action required
6689-vrrtk,0.4439,Medium,Send personalized engagement email
7138-girsh,0.1309,Low,No action required
9396-zsfll,0.4022,Medium,Send personalized engagement email
6464-kexxh,0.4511,Medium,Send personalized engagement email
7134-mjpdy,0.3722,Low,No action required
5240-caoyt,0.4438,Medium,Send personalized engagement email
4059-iiebk,0.7718,High,Offer retention discount immediately
4881-jvqod,0.5039,Medium,Send personalized engagement email
0516-uxrmt,0.2382,Low,No action required
4851-bqdnx,0.3206,Low,No action required
5148-hkfir,0.0673,Low,No action required
1009-irmna,0.2472,Low,No action required
3003-cmduu,0.7546,High,Offer retention discount immediately
5016-iberq,0.5719,Medium,Send personalized engagement email
6797-ucjhz,0.2983,Low,No action required
2469-dtsgx,0.1162,Low,No action required
4554-ygzih,0.6056,Medium,Send personalized engagement email
5099-bailx,0.5687,Medium,Send personalized engagement email
9931-kghoa,0.3397,Low,No action required
1775-kwjkq,0.0392,Low,No action required
7665-vigud,0.0757,Low,No action required
9411-tpqqv,0.17,Low,No action required
7207-rmrdb,0.6362,Medium,Send personalized engagement email
7954-mlbun,0.3109,Low,No action required
2077-ddhjk,0.101,Low,No action required
4913-ehyui,0.4146,Medium,Send personalized engagement email
0195-iescp,0.8527,High,Offer retention discount immediately
9574-bosmd,0.0446,Low,No action required
4580-tmhju,0.4252,Medium,Send personalized engagement email
0970-etwge,0.9326,High,Offer retention discount immediately
4908-xaxay,0.1752,Low,No action required
8404-vlqfb,0.5203,Medium,Send personalized engagement email
1626-ercmm,0.8022,High,Offer retention discount immediately
0887-hjgar,0.7368,High,Offer retention discount immediately
2391-iplop,0.2398,Low,No action required
5644-pdmzc,0.8363,High,Offer retention discount immediately
3509-gwqgf,0.5188,Medium,Send personalized engagement email
9576-anlxo,0.7735,High,Offer retention discount immediately
2024-baskd,0.8526,High,Offer retention discount immediately
5845-bzzib,0.0478,Low,No action required
1140-ukvzg,0.2998,Low,No action required
4160-amjtl,0.4225,Medium,Send personalized engagement email
5183-snmjq,0.8273,High,Offer retention discount immediately
8100-pnjmh,0.0741,Low,No action required
7838-lazfo,0.1428,Low,No action required
4464-jcoln,0.0802,Low,No action required
2085-jvgad,0.1768,Low,No action required
5650-vduds,0.5411,Medium,Send personalized engagement email
8095-wanwk,0.4471,Medium,Send personalized engagement email
3030-zkiwl,0.5832,Medium,Send personalized engagement email
9565-flvcg,0.1122,Low,No action required
8755-ogkna,0.0543,Low,No action required
2800-veqxm,0.786,High,Offer retention discount immediately
7538-gwhml,0.7535,High,Offer retention discount immediately
5533-rjftj,0.3482,Low,No action required
3859-cvcet,0.5301,Medium,Send personalized engagement email
0214-jhpfw,0.0978,Low,No action required
5642-mhdqt,0.0599,Low,No action required
3088-fvywk,0.0608,Low,No action required
3276-hdueg,0.8526,High,Offer retention discount immediately
9092-gdzko,0.3654,Low,No action required
0823-hscdj,0.5222,Medium,Send personalized engagement email
3729-owrvl,0.3998,Low,No action required
2324-aalno,0.0766,Low,No action required
0822-gavap,0.7598,High,Offer retention discount immediately
5760-ifjoz,0.8369,High,Offer retention discount immediately
2826-uwhis,0.4891,Medium,Send personalized engagement email
1448-pwkye,0.8761,High,Offer retention discount immediately
7501-iwung,0.1148,Low,No action required
4957-treir,0.6264,Medium,Send personalized engagement email
7251-ljbqn,0.5071,Medium,Send personalized engagement email
8040-mnrtf,0.8068,High,Offer retention discount immediately
1536-hbswp,0.8211,High,Offer retention discount immediately
5313-fpxwg,0.0824,Low,No action required
0067-dkwbl,0.8013,High,Offer retention discount immediately
0946-fkytx,0.1358,Low,No action required
5076-yvxcm,0.487,Medium,Send personalized engagement email
8262-coggb,0.6351,Medium,Send personalized engagement email
6663-jocqo,0.1928,Low,No action required
9620-qjrev,0.0494,Low,No action required
2276-ydavz,0.786,High,Offer retention discount immediately
2682-kevrp,0.075,Low,No action required
2480-jzosn,0.6426,Medium,Send personalized engagement email
0078-xzmht,0.0483,Low,No action required
5896-npfww,0.7264,High,Offer retention discount immediately
9978-hycin,0.1893,Low,No action required
8338-qiunr,0.0615,Low,No action required
1525-lnloj,0.1121,Low,No action required
9450-trjuu,0.5825,Medium,Send personalized engagement email
1766-gknmi,0.7177,High,Offer retention discount immediately
6942-lbfdp,0.4503,Medium,Send personalized engagement email
1456-twcgb,0.5301,Medium,Send personalized engagement email
7133-vbdcg,0.5479,Medium,Send personalized engagement email
7596-zywbb,0.1148,Low,No action required
8329-utmvm,0.5158,Medium,Send personalized engagement email
3014-wjksm,0.5679,Medium,Send personalized engagement email
3347-yjzze,0.4849,Medium,Send personalized engagement email
1029-qfben,0.5832,Medium,Send personalized engagement email
7929-dmbcv,0.6253,Medium,Send personalized engagement email
9661-jalzv,0.0719,Low,No action required
5433-kyghe,0.7029,High,Offer retention discount immediately
4312-kfrxn,0.0287,Low,No action required
5575-tpizq,0.5509,Medium,Send personalized engagement email
0114-igabw,0.0593,Low,No action required
9944-aexbm,0.6046,Medium,Send personalized engagement email
1853-araaq,0.3434,Low,No action required
6952-omnwb,0.4892,Medium,Send personalized engagement email
4697-lupsu,0.0774,Low,No action required
8434-vgeqq,0.0383,Low,No action required
4952-ysogz,0.8655,High,Offer retention discount immediately
1589-agtlk,0.7675,High,Offer retention discount immediately
5244-irfih,0.7308,High,Offer retention discount immediately
6549-ymfaw,0.4519,Medium,Send personalized engagement email
4950-hkqte,0.1484,Low,No action required
6786-obwqr,0.8473,High,Offer retention discount immediately
2684-eiweo,0.5827,Medium,Send personalized engagement email
2753-jmmcv,0.1219,Low,No action required
6439-gtpca,0.6355,Medium,Send personalized engagement email
6621-yobki,0.2896,Low,No action required
1216-jwvux,0.6721,Medium,Send personalized engagement email
7564-ghcvb,0.0505,Low,No action required
1173-noeyg,0.5271,Medium,Send personalized engagement email
7595-ehcdl,0.2657,Low,No action required
6647-zedxt,0.4002,Medium,Send personalized engagement email
2521-npuzr,0.2586,Low,No action required
1307-tvufb,0.6021,Medium,Send personalized engagement email
7503-mioga,0.0483,Low,No action required
4381-mhqdc,0.1594,Low,No action required
6923-jhpmp,0.858,High,Offer retention discount immediately
5138-wvkyj,0.8283,High,Offer retention discount immediately
4018-ppndw,0.0492,Low,No action required
1635-fjfcc,0.6082,Medium,Send personalized engagement email
2499-ajyua,0.1095,Low,No action required
6919-elbgl,0.0736,Low,No action required
3966-hrmza,0.7439,High,Offer retention discount immediately
6425-jwtdv,0.0368,Low,No action required
8405-igqfx,0.1339,Low,No action required
8224-ivvpa,0.3434,Low,No action required
9477-lgwqi,0.0989,Low,No action required
1410-rscmr,0.6916,Medium,Send personalized engagement email
3115-czmzd,0.1529,Low,No action required
0139-ivfjg,0.7971,High,Offer retention discount immediately
6683-vlctz,0.836,High,Offer retention discount immediately
5730-dbdsi,0.0483,Low,No action required
0030-fnxpp,0.3723,Low,No action required
2189-wwoew,0.6993,Medium,Send personalized engagement email
5684-fjvyr,0.0701,Low,No action required
4013-guxnd,0.6089,Medium,Send personalized engagement email
1894-igfsg,0.6518,Medium,Send personalized engagement email
7379-pokdz,0.8295,High,Offer retention discount immediately
1266-nzyui,0.0457,Low,No action required
7969-ffowg,0.0393,Low,No action required
4718-dhsmv,0.4925,Medium,Send personalized engagement email
5175-wlyxl,0.6106,Medium,Send personalized engagement email
7817-omjna,0.0653,Low,No action required
8728-skjlr,0.6691,Medium,Send personalized engagement email
3137-nyqqi,0.1426,Low,No action required
7706-dznkk,0.2801,Low,No action required
0236-hfwsv,0.797,High,Offer retention discount immediately
3900-aqphz,0.5832,Medium,Send personalized engagement email
5842-pocop,0.8225,High,Offer retention discount immediately
2037-xjfup,0.4906,Medium,Send personalized engagement email
8823-rlpwl,0.1095,Low,No action required
9505-sqfsw,0.5726,Medium,Send personalized engagement email
7314-oxenn,0.867,High,Offer retention discount immediately
3758-ckoql,0.4081,Medium,Send personalized engagement email
0322-chqru,0.6848,Medium,Send personalized engagement email
5676-cflyy,0.0843,Low,No action required
7521-afhab,0.4917,Medium,Send personalized engagement email
0285-inhln,0.3289,Low,No action required
4678-dvqeo,0.8211,High,Offer retention discount immediately
5125-cndsp,0.1121,Low,No action required
0691-ifbqw,0.491,Medium,Send personalized engagement email
4992-ltjne,0.0445,Low,No action required
2202-outmo,0.3375,Low,No action required
0810-bdhaw,0.1938,Low,No action required
0229-lfjaf,0.046,Low,No action required
7131-zqznk,0.0953,Low,No action required
3442-zhhcc,0.1219,Low,No action required
5726-cvnya,0.0782,Low,No action required
9871-eleya,0.1496,Low,No action required
4257-gaesd,0.468,Medium,Send personalized engagement email
5173-wxoqv,0.6326,Medium,Send personalized engagement email
2040-obmlj,0.1728,Low,No action required
6286-zhaok,0.3334,Low,No action required
3807-xhcjh,0.6681,Medium,Send personalized engagement email
3009-jwmpu,0.3904,Low,No action required
5671-rqrlp,0.1409,Low,No action required
1450-galxr,0.8933,High,Offer retention discount immediately
8859-axjzp,0.0624,Low,No action required
3174-akmas,0.1594,Low,No action required
3138-bkyav,0.8704,High,Offer retention discount immediately
9926-pjhdq,0.0693,Low,No action required
7382-dfjtu,0.3587,Low,No action required
2798-nylmz,0.2099,Low,No action required
4289-dtdkw,0.7371,High,Offer retention discount immediately
1820-tqvev,0.9245,High,Offer retention discount immediately
2239-jalaw,0.452,Medium,Send personalized engagement email
4853-rulsv,0.3837,Low,No action required
8098-tdcbu,0.1069,Low,No action required
3551-gaegl,0.1239,Low,No action required
4785-nkhcx,0.4094,Medium,Send personalized engagement email
3196-nvxlz,0.5885,Medium,Send personalized engagement email
6275-yduvo,0.8483,High,Offer retention discount immediately
0036-ihmot,0.2576,Low,No action required
0115-tfert,0.7898,High,Offer retention discount immediately
4178-egmon,0.1339,Low,No action required
4220-tinqt,0.6748,Medium,Send personalized engagement email
5318-ykdpv,0.1524,Low,No action required
7975-tzmlr,0.5173,Medium,Send personalized engagement email
0295-qvkpb,0.5525,Medium,Send personalized engagement email
4335-bsmjs,0.0615,Low,No action required
2311-qymuq,0.7057,High,Offer retention discount immediately
3643-ahcfp,0.8661,High,Offer retention discount immediately
9146-jriox,0.3032,Low,No action required
3104-owcgk,0.2047,Low,No action required
5337-iiwkz,0.4425,Medium,Send personalized engagement email
9101-bwfss,0.4504,Medium,Send personalized engagement email
9650-vbuog,0.0664,Low,No action required
3487-earat,0.1152,Low,No action required
2672-tgeff,0.6745,Medium,Send personalized engagement email
9231-zjyam,0.8612,High,Offer retention discount immediately
4250-waroz,0.5522,Medium,Send personalized engagement email
8184-wmofi,0.0997,Low,No action required
6982-sshfk,0.6847,Medium,Send personalized engagement email
6092-qzvpp,0.4294,Medium,Send personalized engagement email
4625-lamob,0.0536,Low,No action required
0727-bmplr,0.4981,Medium,Send personalized engagement email
0392-bziuw,0.13,Low,No action required
1038-zagbi,0.0745,Low,No action required
6549-nndyt,0.4663,Medium,Send personalized engagement email
3027-ztdho,0.9326,High,Offer retention discount immediately
0422-ohqhq,0.0603,Low,No action required
6916-hijse,0.0927,Low,No action required
2316-esmls,0.1663,Low,No action required
9778-ogkqz,0.0497,Low,No action required
7408-ofwxj,0.0392,Low,No action required
6007-tctst,0.1138,Low,No action required
2252-nknsi,0.0927,Low,No action required
8713-igzso,0.5289,Medium,Send personalized engagement email
7905-tvxta,0.656,Medium,Send personalized engagement email
7695-pklcz,0.0424,Low,No action required
2382-bckqj,0.4224,Medium,Send personalized engagement email
8374-uulrv,0.0483,Low,No action required
2207-nhrjk,0.7549,High,Offer retention discount immediately
3224-dfqnq,0.2055,Low,No action required
5275-pmfut,0.0481,Low,No action required
4795-uxvcj,0.0554,Low,No action required
9777-iqhwp,0.2049,Low,No action required
0947-mugvo,0.731,High,Offer retention discount immediately
9944-hkvvb,0.8862,High,Offer retention discount immediately
4124-mmetb,0.6818,Medium,Send personalized engagement email
3671-shrsp,0.824,High,Offer retention discount immediately
0979-mozqi,0.1379,Low,No action required
2732-isezx,0.3562,Low,No action required
3313-qknkb,0.2335,Low,No action required
0323-xwwtn,0.1866,Low,No action required
1937-otuky,0.0908,Low,No action required
1573-lgxba,0.2974,Low,No action required
1764-vuumt,0.0393,Low,No action required
5073-wxoyn,0.4721,Medium,Send personalized engagement email
4713-zburt,0.3094,Low,No action required
3050-gbush,0.659,Medium,Send personalized engagement email
0207-mdknv,0.7064,High,Offer retention discount immediately
7876-aehig,0.1396,Low,No action required
7945-hlkea,0.1898,Low,No action required
9342-vnimq,0.3474,Low,No action required
9851-kielu,0.8595,High,Offer retention discount immediately
3523-brguw,0.0388,Low,No action required
3908-blsyf,0.7961,High,Offer retention discount immediately
3199-npkcn,0.3881,Low,No action required
5170-ptrka,0.1356,Low,No action required
4661-njeux,0.6351,Medium,Send personalized engagement email
2123-ageen,0.8653,High,Offer retention discount immediately
1258-ymznm,0.4349,Medium,Send personalized engagement email
